invoice_id,supplier_id,company_id,amount,issue_date,discount_percentage,discount_deadline,late_penalty_percentage,currency,payment_method,status,actual_payment_date
INV_FUT_0276,SUP007,TATA001,24945.27,2026-09-21,0.0,,2.0,INR,NEFT,PAID,2026-11-20
INV_FUT_0277,SUP001,TATA001,35069.2,2026-09-22,0.0,,2.0,INR,NEFT,PAID,2026-11-06
INV_FUT_0278,SUP004,TATA001,71129.12,2026-09-23,0.0,,2.0,INR,NEFT,PAID,2026-10-23
INV_FUT_0279,SUP004,TATA001,32902.92,2026-09-25,0.0,,2.0,INR,NEFT,PAID,2026-10-25
INV_FUT_0280,SUP006,TATA001,160726.26,2026-09-25,0.0,,2.0,INR,NEFT,PAID,2026-11-09
INV_FUT_0281,SUP009,TATA001,83546.76,2026-09-26,0.0,,2.0,INR,NEFT,PAID,2026-10-11
INV_FUT_0282,SUP012,TATA001,44431.48,2026-09-28,0.0,,2.0,INR,NEFT,PAID,2026-11-12
INV_FUT_0283,SUP010,TATA001,49179.14,2026-09-28,0.0,,2.0,INR,NEFT,PAID,2026-11-12
INV_FUT_0284,SUP012,TATA001,54245.79,2026-09-30,0.0,,2.0,INR,NEFT,PAID,2026-11-14
INV_FUT_0285,SUP011,TATA001,121339.23,2026-10-03,0.0,,2.0,INR,NEFT,PAID,2026-11-02
INV_FUT_0286,SUP006,TATA001,21750.78,2026-10-04,0.0,,2.0,INR,NEFT,PAID,2026-11-18
INV_FUT_0287,SUP001,TATA001,91921.69,2026-10-07,0.0,,2.0,INR,NEFT,PAID,2026-11-21
INV_FUT_0288,SUP003,TATA001,123851.11,2026-10-08,0.0,,2.0,INR,NEFT,PAID,2026-11-22
INV_FUT_0289,SUP012,TATA001,365186.56,2026-10-08,1.0,2026-10-18,2.0,INR,NEFT,PAID,2026-11-22
INV_FUT_0290,SUP009,TATA001,87468.18,2026-10-12,0.0,,2.0,INR,NEFT,PAID,2026-10-27
INV_FUT_0291,SUP007,TATA001,47825.06,2026-10-13,0.0,,2.0,INR,NEFT,PAID,2026-12-12
INV_FUT_0292,SUP009,TATA001,210891.66,2026-10-13,0.0,,2.0,INR,NEFT,PAID,2026-10-28
INV_FUT_0293,SUP009,TATA001,19702.15,2026-10-15,0.0,,2.0,INR,NEFT,PAID,2026-10-30
INV_FUT_0294,SUP004,TATA001,177542.07,2026-10-16,2.0,2026-10-26,2.0,INR,NEFT,PAID,2026-11-15
INV_FUT_0295,SUP002,TATA001,140981.75,2026-10-16,0.0,,2.0,INR,NEFT,PAID,2026-11-15
INV_FUT_0296,SUP001,TATA001,122880.54,2026-10-18,0.0,,2.0,INR,NEFT,PAID,2026-12-02
INV_FUT_0297,SUP012,TATA001,54379.43,2026-10-18,0.0,,2.0,INR,NEFT,PAID,2026-12-02
INV_FUT_0298,SUP002,TATA001,42123.78,2026-10-19,0.0,,2.0,INR,NEFT,PAID,2026-11-18
INV_FUT_0299,SUP010,TATA001,102191.32,2026-10-21,0.0,,2.0,INR,NEFT,PAID,2026-12-05
INV_FUT_0300,SUP010,TATA001,100743.16,2026-10-22,0.0,,2.0,INR,NEFT,PAID,2026-12-06
INV_FUT_0301,SUP005,TATA001,140674.24,2026-10-23,0.0,,2.0,INR,NEFT,PAID,2026-11-22
INV_FUT_0302,SUP010,TATA001,22214.17,2026-10-24,0.0,,2.0,INR,NEFT,PAID,2026-12-08
INV_FUT_0303,SUP001,TATA001,74586.42,2026-10-24,0.0,,2.0,INR,NEFT,PAID,2026-12-08
INV_FUT_0304,SUP005,TATA001,412752.65,2026-10-25,0.0,,2.0,INR,NEFT,PAID,2026-11-24
INV_FUT_0305,SUP001,TATA001,89277.69,2026-10-26,0.0,,2.0,INR,NEFT,PAID,2026-12-10
INV_FUT_0306,SUP006,TATA001,23081.91,2026-10-27,0.0,,2.0,INR,NEFT,PAID,2026-12-11
INV_FUT_0307,SUP008,TATA001,84156.77,2026-10-27,2.0,2026-11-06,2.0,INR,NEFT,PAID,2026-12-11
INV_FUT_0308,SUP011,TATA001,49806.19,2026-10-30,0.0,,2.0,INR,NEFT,PAID,2026-11-29
INV_FUT_0309,SUP005,TATA001,81003.06,2026-10-30,1.0,2026-11-09,2.0,INR,NEFT,PAID,2026-11-29
INV_FUT_0310,SUP010,TATA001,22961.84,2026-11-02,0.0,,2.0,INR,NEFT,PAID,2026-12-17
INV_FUT_0311,SUP004,TATA001,67552.43,2026-11-08,0.0,,2.0,INR,NEFT,PAID,2026-12-08
INV_FUT_0312,SUP010,TATA001,31067.96,2026-11-09,0.0,,2.0,INR,NEFT,PAID,2026-12-24
INV_FUT_0313,SUP011,TATA001,149988.04,2026-11-09,0.0,,2.0,INR,NEFT,PAID,2026-12-09
INV_FUT_0314,SUP012,TATA001,90738.36,2026-11-13,0.0,,2.0,INR,NEFT,PAID,2026-12-28
INV_FUT_0315,SUP003,TATA001,60837.09,2026-11-14,0.0,,2.0,INR,NEFT,PAID,2026-12-29
INV_FUT_0316,SUP007,TATA001,122293.38,2026-11-16,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0317,SUP008,TATA001,85580.86,2026-11-17,0.0,,2.0,INR,NEFT,PAID,2027-01-01
INV_FUT_0318,SUP011,TATA001,128952.97,2026-11-18,0.0,,2.0,INR,NEFT,PAID,2026-12-18
INV_FUT_0319,SUP001,TATA001,68064.53,2026-11-19,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0320,SUP010,TATA001,98714.03,2026-11-20,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0321,SUP011,TATA001,40430.27,2026-11-23,0.0,,2.0,INR,NEFT,PAID,2026-12-23
INV_FUT_0322,SUP006,TATA001,114893.5,2026-11-25,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0323,SUP007,TATA001,50927.33,2026-11-26,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0324,SUP004,TATA001,134367.21,2026-11-27,2.0,2026-12-07,2.0,INR,NEFT,PAID,2026-12-27
INV_FUT_0325,SUP011,TATA001,102782.05,2026-11-29,0.0,,2.0,INR,NEFT,PAID,2026-12-29
INV_FUT_0326,SUP003,TATA001,28949.5,2026-12-01,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0327,SUP012,TATA001,243462.61,2026-12-01,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0328,SUP004,TATA001,75367.26,2026-12-03,2.0,2026-12-13,2.0,INR,NEFT,PENDING,
INV_FUT_0329,SUP005,TATA001,32817.07,2026-12-03,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0330,SUP007,TATA001,161313.7,2026-12-04,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0331,SUP004,TATA001,49277.84,2026-12-05,1.0,2026-12-15,2.0,INR,NEFT,PENDING,
INV_FUT_0332,SUP012,TATA001,38606.03,2026-12-07,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0333,SUP004,TATA001,311633.81,2026-12-07,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0334,SUP012,TATA001,149664.98,2026-12-08,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0335,SUP012,TATA001,100818.27,2026-12-11,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0336,SUP006,TATA001,419159.01,2026-12-11,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0337,SUP003,TATA001,119964.27,2026-12-13,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0338,SUP001,TATA001,34663.04,2026-12-14,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0339,SUP006,TATA001,133607.36,2026-12-14,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0340,SUP010,TATA001,114854.56,2026-12-15,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0341,SUP001,TATA001,48932.42,2026-12-15,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0342,SUP006,TATA001,66930.71,2026-12-16,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0343,SUP009,TATA001,49684.63,2026-12-17,1.0,2026-12-27,2.0,INR,NEFT,PAID,2027-01-01
INV_FUT_0344,SUP007,TATA001,27429.86,2026-12-18,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0345,SUP011,TATA001,173328.63,2026-12-22,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0346,SUP006,TATA001,70911.88,2026-12-22,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0347,SUP006,TATA001,138745.78,2026-12-24,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0348,SUP009,TATA001,84408.19,2026-12-24,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0349,SUP011,TATA001,220013.19,2026-12-26,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0350,SUP004,TATA001,42256.43,2026-12-27,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0351,SUP012,TATA001,57919.42,2026-12-28,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0352,SUP011,TATA001,19528.05,2026-12-28,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0353,SUP007,TATA001,15000.0,2026-12-31,0.0,,2.0,INR,NEFT,PENDING,
INV_FUT_0354,SUP007,TATA001,88270.38,2026-12-31,0.0,,2.0,INR,NEFT,PENDING,
