transaction_id,company_id,type,amount,date,category,description,reference_type,reference_id,status
TXNE25ED1DD,COMP001,CUSTOMER_PAYMENT,6695164.57,2025-02-15,RECEIVABLE,Collection from CUST012 – RCV00259,RECEIVABLE,RCV00259,COMPLETED
TXNC310763C,COMP001,OPERATING_EXPENSE,-1511649.53,2025-02-15,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNED3DCFBA,COMP001,SUPPLIER_PAYMENT,-5138927.5,2025-02-15,PAYABLE,Payment to SUP007 – INV00371,INVOICE,INV00371,COMPLETED
TXNF8BB4FC3,COMP001,OPERATING_EXPENSE,-1092648.84,2025-02-16,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN1FE3E6A5,COMP001,CUSTOMER_PAYMENT,22957251.35,2025-02-16,RECEIVABLE,Collection from CUST004 – RCV00316,RECEIVABLE,RCV00316,COMPLETED
TXNBF61E1FE,COMP001,CUSTOMER_PAYMENT,17330106.7,2025-02-16,RECEIVABLE,Collection from CUST011 – RCV00016,RECEIVABLE,RCV00016,COMPLETED
TXND3966F99,COMP001,OPERATING_EXPENSE,-8677083.97,2025-02-17,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN3F9C0D67,COMP001,OPERATING_EXPENSE,-11230663.39,2025-02-18,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN4BBCBBA8,COMP001,CUSTOMER_PAYMENT,2132853.37,2025-02-18,RECEIVABLE,Collection from CUST005 – RCV00305,RECEIVABLE,RCV00305,COMPLETED
TXNFF77F883,COMP001,CUSTOMER_PAYMENT,41961522.26,2025-02-18,RECEIVABLE,Collection from CUST001 – RCV00255,RECEIVABLE,RCV00255,COMPLETED
TXND92A50F4,COMP001,CUSTOMER_PAYMENT,48375829.98,2025-02-18,RECEIVABLE,Collection from CUST021 – RCV00196,RECEIVABLE,RCV00196,COMPLETED
TXN8D685BD4,COMP001,CUSTOMER_PAYMENT,4487116.29,2025-02-19,RECEIVABLE,Collection from CUST004 – RCV00128,RECEIVABLE,RCV00128,COMPLETED
TXN5657772B,COMP001,OPERATING_EXPENSE,-11014239.38,2025-02-19,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNCCF8992A,COMP001,OPERATING_EXPENSE,-9824244.84,2025-02-20,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN6778FE0B,COMP001,CUSTOMER_PAYMENT,4110408.93,2025-02-20,RECEIVABLE,Collection from CUST012 – RCV00190,RECEIVABLE,RCV00190,COMPLETED
TXN57D56F06,COMP001,SUPPLIER_PAYMENT,-54792408.89,2025-02-20,PAYABLE,Payment to SUP008 – INV00406,INVOICE,INV00406,COMPLETED
TXN23FA336B,COMP001,OPERATING_EXPENSE,-8619122.99,2025-02-21,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN087CDDEA,COMP001,SUPPLIER_PAYMENT,-16952316.97,2025-02-21,PAYABLE,Payment to SUP003 – INV00164,INVOICE,INV00164,COMPLETED
TXN8DF64F76,COMP001,OPERATING_EXPENSE,-1755921.63,2025-02-22,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN4D93694C,COMP001,SUPPLIER_PAYMENT,-19153086.91,2025-02-22,PAYABLE,Payment to SUP005 – INV00352,INVOICE,INV00352,COMPLETED
TXN0FB6E493,COMP001,OPERATING_EXPENSE,-1515691.55,2025-02-23,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN84919287,COMP001,OPERATING_EXPENSE,-10736154.4,2025-02-24,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNBF653931,COMP001,OPERATING_EXPENSE,-8177664.23,2025-02-25,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN6CD616D4,COMP001,OPERATING_EXPENSE,-4375420.46,2025-02-26,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNC3D3EEDE,COMP001,CUSTOMER_PAYMENT,19373153.0,2025-02-27,RECEIVABLE,Collection from CUST008 – RCV00337,RECEIVABLE,RCV00337,COMPLETED
TXNFEF5251A,COMP001,OPERATING_EXPENSE,-6813558.65,2025-02-27,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN9E950E79,COMP001,SUPPLIER_PAYMENT,-30414319.76,2025-02-27,PAYABLE,Payment to SUP004 – INV00239,INVOICE,INV00239,COMPLETED
TXNE027E689,COMP001,OPERATING_EXPENSE,-13798455.42,2025-02-28,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNF34D31BD,COMP001,CUSTOMER_PAYMENT,20270503.5,2025-03-01,RECEIVABLE,Collection from CUST004 – RCV00287,RECEIVABLE,RCV00287,COMPLETED
TXNDAF25A6A,COMP001,SUPPLIER_PAYMENT,-20965891.37,2025-03-01,PAYABLE,Payment to SUP007 – INV00027,INVOICE,INV00027,COMPLETED
TXNE007CC3D,COMP001,OPERATING_EXPENSE,-1313334.86,2025-03-01,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNCEF451CC,COMP001,CUSTOMER_PAYMENT,39175776.24,2025-03-02,RECEIVABLE,Collection from CUST007 – RCV00265,RECEIVABLE,RCV00265,COMPLETED
TXN4EFD6085,COMP001,OPERATING_EXPENSE,-600845.04,2025-03-02,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN0525C969,COMP001,CUSTOMER_PAYMENT,67055526.41,2025-03-02,RECEIVABLE,Collection from CUST022 – RCV00299,RECEIVABLE,RCV00299,COMPLETED
TXN7EBCE2D1,COMP001,SUPPLIER_PAYMENT,-54355670.93,2025-03-02,PAYABLE,Payment to SUP013 – INV00301,INVOICE,INV00301,COMPLETED
TXN389AF0AC,COMP001,OPERATING_EXPENSE,-11829086.97,2025-03-03,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN2BC2521D,COMP001,SUPPLIER_PAYMENT,-45784551.05,2025-03-03,PAYABLE,Payment to SUP002 – INV00377,INVOICE,INV00377,COMPLETED
TXN78209BC9,COMP001,SUPPLIER_PAYMENT,-8101130.34,2025-03-03,PAYABLE,Payment to SUP004 – INV00083,INVOICE,INV00083,COMPLETED
TXNEB3B5789,COMP001,CUSTOMER_PAYMENT,18292027.26,2025-03-04,RECEIVABLE,Collection from CUST018 – RCV00326,RECEIVABLE,RCV00326,COMPLETED
TXN3F9101FD,COMP001,CUSTOMER_PAYMENT,8195784.24,2025-03-04,RECEIVABLE,Collection from CUST016 – RCV00319,RECEIVABLE,RCV00319,COMPLETED
TXN2169356F,COMP001,CUSTOMER_PAYMENT,26250276.95,2025-03-04,RECEIVABLE,Collection from CUST020 – RCV00059,RECEIVABLE,RCV00059,COMPLETED
TXN587FA43E,COMP001,OPERATING_EXPENSE,-4454801.85,2025-03-04,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN63DC436A,COMP001,CUSTOMER_PAYMENT,49607607.1,2025-03-05,RECEIVABLE,Collection from CUST022 – RCV00269,RECEIVABLE,RCV00269,COMPLETED
TXN6626496A,COMP001,OPERATING_EXPENSE,-5142499.41,2025-03-05,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNB579B2D6,COMP001,CUSTOMER_PAYMENT,73217220.65,2025-03-05,RECEIVABLE,Collection from CUST006 – RCV00339,RECEIVABLE,RCV00339,COMPLETED
TXN67A84DB0,COMP001,OPERATING_EXPENSE,-5528054.83,2025-03-06,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN80AC7886,COMP001,LOAN_DRAW,194618970.03,2025-03-06,FINANCING,Loan drawdown from ICICI Bank,FINANCING_OPTION,FIN003,COMPLETED
TXN763C0296,COMP001,OPERATING_EXPENSE,-11743969.98,2025-03-07,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN9F24A97D,COMP001,CUSTOMER_PAYMENT,25187691.59,2025-03-07,RECEIVABLE,Collection from CUST022 – RCV00109,RECEIVABLE,RCV00109,COMPLETED
TXNA5F31651,COMP001,LOAN_DRAW,64833386.04,2025-03-07,FINANCING,Loan drawdown from Tata Capital Financial Svc,FINANCING_OPTION,FIN005,COMPLETED
TXN1B1266DF,COMP001,SUPPLIER_PAYMENT,-32466236.25,2025-03-07,PAYABLE,Payment to SUP005 – INV00329,INVOICE,INV00329,COMPLETED
TXN79BE3F85,COMP001,SUPPLIER_PAYMENT,-5772139.02,2025-03-08,PAYABLE,Payment to SUP001 – INV00200,INVOICE,INV00200,COMPLETED
TXN37697481,COMP001,OPERATING_EXPENSE,-1602414.85,2025-03-08,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN56034F7F,COMP001,SUPPLIER_PAYMENT,-9160209.29,2025-03-08,PAYABLE,Payment to SUP003 – INV00348,INVOICE,INV00348,COMPLETED
TXN59DBF3A1,COMP001,SUPPLIER_PAYMENT,-54311340.47,2025-03-09,PAYABLE,Payment to SUP001 – INV00284,INVOICE,INV00284,COMPLETED
TXN983E60A7,COMP001,OPERATING_EXPENSE,-1960884.54,2025-03-09,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNCEF3AFD6,COMP001,SUPPLIER_PAYMENT,-28709129.31,2025-03-09,PAYABLE,Payment to SUP012 – INV00070,INVOICE,INV00070,COMPLETED
TXN14E5AB2A,COMP001,CUSTOMER_PAYMENT,22880783.63,2025-03-09,RECEIVABLE,Collection from CUST012 – RCV00275,RECEIVABLE,RCV00275,COMPLETED
TXN97BDD7DD,COMP001,SUPPLIER_PAYMENT,-23451569.7,2025-03-09,PAYABLE,Payment to SUP004 – INV00429,INVOICE,INV00429,COMPLETED
TXNF177A40F,COMP001,SUPPLIER_PAYMENT,-17145619.92,2025-03-09,PAYABLE,Payment to SUP004 – INV00147,INVOICE,INV00147,COMPLETED
TXN2E6AD9C9,COMP001,SUPPLIER_PAYMENT,-21490334.58,2025-03-10,PAYABLE,Payment to SUP012 – INV00174,INVOICE,INV00174,COMPLETED
TXN76B528A0,COMP001,OPERATING_EXPENSE,-10177484.82,2025-03-10,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN0B031CCE,COMP001,CUSTOMER_PAYMENT,32787272.34,2025-03-10,RECEIVABLE,Collection from CUST015 – RCV00253,RECEIVABLE,RCV00253,COMPLETED
TXN6CD3968F,COMP001,SUPPLIER_PAYMENT,-7501360.09,2025-03-10,PAYABLE,Payment to SUP002 – INV00114,INVOICE,INV00114,COMPLETED
TXNBAD6A0FA,COMP001,CUSTOMER_PAYMENT,11848311.06,2025-03-11,RECEIVABLE,Collection from CUST001 – RCV00008,RECEIVABLE,RCV00008,COMPLETED
TXN3B5ADAB8,COMP001,CUSTOMER_PAYMENT,50537630.38,2025-03-11,RECEIVABLE,Collection from CUST021 – RCV00056,RECEIVABLE,RCV00056,COMPLETED
TXNF71AF695,COMP001,OPERATING_EXPENSE,-9780708.82,2025-03-11,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN33534762,COMP001,CUSTOMER_PAYMENT,3717500.28,2025-03-12,RECEIVABLE,Collection from CUST012 – RCV00179,RECEIVABLE,RCV00179,COMPLETED
TXN102B90A7,COMP001,CUSTOMER_PAYMENT,4147402.67,2025-03-12,RECEIVABLE,Collection from CUST004 – RCV00333,RECEIVABLE,RCV00333,COMPLETED
TXN464C1B10,COMP001,OPERATING_EXPENSE,-10942279.37,2025-03-12,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN81C16D07,COMP001,CUSTOMER_PAYMENT,62306730.82,2025-03-12,RECEIVABLE,Collection from CUST023 – RCV00355,RECEIVABLE,RCV00355,COMPLETED
TXN52131245,COMP001,OPERATING_EXPENSE,-5438379.43,2025-03-13,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN64F949FD,COMP001,CUSTOMER_PAYMENT,52685689.76,2025-03-13,RECEIVABLE,Collection from CUST024 – RCV00046,RECEIVABLE,RCV00046,COMPLETED
TXN27E7F75E,COMP001,OPERATING_EXPENSE,-11478366.44,2025-03-14,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNB229D9C6,COMP001,CUSTOMER_PAYMENT,31433276.23,2025-03-14,RECEIVABLE,Collection from CUST014 – RCV00095,RECEIVABLE,RCV00095,COMPLETED
TXNCEB42605,COMP001,SUPPLIER_PAYMENT,-34242370.49,2025-03-14,PAYABLE,Payment to SUP011 – INV00065,INVOICE,INV00065,COMPLETED
TXNF9851CF8,COMP001,SUPPLIER_PAYMENT,-15149695.73,2025-03-14,PAYABLE,Payment to SUP007 – INV00167,INVOICE,INV00167,COMPLETED
TXN292980A8,COMP001,CUSTOMER_PAYMENT,10744149.37,2025-03-15,RECEIVABLE,Collection from CUST008 – RCV00205,RECEIVABLE,RCV00205,COMPLETED
TXN69CB1331,COMP001,OPERATING_EXPENSE,-670798.97,2025-03-15,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN9FED6992,COMP001,SUPPLIER_PAYMENT,-47270989.44,2025-03-15,PAYABLE,Payment to SUP004 – INV00051,INVOICE,INV00051,COMPLETED
TXNB88ED174,COMP001,SUPPLIER_PAYMENT,-41445522.24,2025-03-15,PAYABLE,Payment to SUP009 – INV00146,INVOICE,INV00146,COMPLETED
TXN5BC0E1D5,COMP001,OPERATING_EXPENSE,-1325431.34,2025-03-16,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNADC8F0B9,COMP001,SUPPLIER_PAYMENT,-43034507.6,2025-03-16,PAYABLE,Payment to SUP013 – INV00077,INVOICE,INV00077,COMPLETED
TXN54BF9C53,COMP001,CUSTOMER_PAYMENT,23893536.75,2025-03-16,RECEIVABLE,Collection from CUST008 – RCV00017,RECEIVABLE,RCV00017,COMPLETED
TXND79ADA5C,COMP001,OPERATING_EXPENSE,-7857793.48,2025-03-17,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNF837EFB5,COMP001,CUSTOMER_PAYMENT,25825955.64,2025-03-17,RECEIVABLE,Collection from CUST021 – RCV00091,RECEIVABLE,RCV00091,COMPLETED
TXNE3A778C9,COMP001,CUSTOMER_PAYMENT,63474091.63,2025-03-17,RECEIVABLE,Collection from CUST022 – RCV00187,RECEIVABLE,RCV00187,COMPLETED
TXN767BEA8E,COMP001,OPERATING_EXPENSE,-5420785.47,2025-03-18,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN1CBA979B,COMP001,SUPPLIER_PAYMENT,-59212941.81,2025-03-18,PAYABLE,Payment to SUP007 – INV00184,INVOICE,INV00184,COMPLETED
TXN63E93F3A,COMP001,LOAN_REPAYMENT,-30925519.52,2025-03-18,FINANCING,Repayment to State Bank of India,FINANCING_OPTION,FIN001,COMPLETED
TXN77236CB9,COMP001,CUSTOMER_PAYMENT,48951493.56,2025-03-18,RECEIVABLE,Collection from CUST009 – RCV00039,RECEIVABLE,RCV00039,COMPLETED
TXN0F9C3CAE,COMP001,CUSTOMER_PAYMENT,22156068.25,2025-03-18,RECEIVABLE,Collection from CUST015 – RCV00004,RECEIVABLE,RCV00004,COMPLETED
TXN0B2CB8FC,COMP001,OPERATING_EXPENSE,-11444002.34,2025-03-19,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN5180F370,COMP001,SUPPLIER_PAYMENT,-6838697.27,2025-03-19,PAYABLE,Payment to SUP010 – INV00169,INVOICE,INV00169,COMPLETED
TXN20E0DE27,COMP001,OPERATING_EXPENSE,-6176438.61,2025-03-20,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN1D16FC7A,COMP001,CUSTOMER_PAYMENT,24890184.39,2025-03-20,RECEIVABLE,Collection from CUST021 – RCV00346,RECEIVABLE,RCV00346,COMPLETED
TXN001CBC2F,COMP001,CUSTOMER_PAYMENT,31686678.94,2025-03-21,RECEIVABLE,Collection from CUST018 – RCV00241,RECEIVABLE,RCV00241,COMPLETED
TXN884B5475,COMP001,OPERATING_EXPENSE,-8649773.14,2025-03-21,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNE1036001,COMP001,SUPPLIER_PAYMENT,-37903576.26,2025-03-22,PAYABLE,Payment to SUP011 – INV00300,INVOICE,INV00300,COMPLETED
TXN1F851BCE,COMP001,OPERATING_EXPENSE,-594526.69,2025-03-22,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXND9E02D4F,COMP001,CUSTOMER_PAYMENT,57708049.14,2025-03-23,RECEIVABLE,Collection from CUST006 – RCV00006,RECEIVABLE,RCV00006,COMPLETED
TXN6B53F7A6,COMP001,OPERATING_EXPENSE,-1970871.65,2025-03-23,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNFF87BC1F,COMP001,SUPPLIER_PAYMENT,-11321119.71,2025-03-23,PAYABLE,Payment to SUP004 – INV00269,INVOICE,INV00269,COMPLETED
TXN51E076C3,COMP001,SUPPLIER_PAYMENT,-12441264.31,2025-03-24,PAYABLE,Payment to SUP008 – INV00021,INVOICE,INV00021,COMPLETED
TXN3CB1E9FB,COMP001,SUPPLIER_PAYMENT,-29939231.53,2025-03-24,PAYABLE,Payment to SUP012 – INV00153,INVOICE,INV00153,COMPLETED
TXN1B9B8AE7,COMP001,OPERATING_EXPENSE,-10985727.19,2025-03-24,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN78DFA9A1,COMP001,CUSTOMER_PAYMENT,60052361.69,2025-03-24,RECEIVABLE,Collection from CUST021 – RCV00063,RECEIVABLE,RCV00063,COMPLETED
TXN51C94443,COMP001,OPERATING_EXPENSE,-9531653.39,2025-03-25,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNF80E9BB0,COMP001,CUSTOMER_PAYMENT,69421954.01,2025-03-25,RECEIVABLE,Collection from CUST012 – RCV00197,RECEIVABLE,RCV00197,COMPLETED
TXND0597CEF,COMP001,SUPPLIER_PAYMENT,-23204982.86,2025-03-25,PAYABLE,Payment to SUP006 – INV00116,INVOICE,INV00116,COMPLETED
