alternative_id,decision_id,action,score,cost,benefit,liquidity_impact,risk
DADEEA2EF2,DEC21402F0F,DELAY_PAYMENT,0.89,1541271.5,185849.08,-0.25,0.22
DA09F5560D,DEC21402F0F,CAPTURE_DISCOUNT,0.17,2015887.41,1034861.35,0.29,0.68
DA27BE1A5B,DEC21402F0F,BANK_FINANCE,0.9,2349811.64,1081584.11,0.29,0.52
DAB69270AE,DEC21402F0F,SUPPLIER_FINANCE,0.52,1866762.52,1098233.31,0.19,0.84
DA4535CDB6,DEC21402F0F,RETAIN_CASH,0.65,1708472.7,772958.65,-0.03,0.14
DA593BDB89,DEC8AB4CCE0,PAY_NOW,0.38,435816.81,215360.71,0.07,0.32
DA56C0D3AC,DEC8AB4CCE0,PAY_AT_MATURITY,0.74,681012.21,73373.19,-0.09,0.61
DA5E27ED88,DEC8AB4CCE0,DELAY_PAYMENT,0.3,273956.59,449018.15,-0.06,0.39
DA5FE282C8,DEC8AB4CCE0,CAPTURE_DISCOUNT,0.51,754228.64,98076.0,0.25,0.5
DAB1B7FEB2,DEC8AB4CCE0,BANK_FINANCE,0.44,170201.21,393679.93,-0.25,0.16
DAC8E5CC4B,DEC8AB4CCE0,SUPPLIER_FINANCE,0.79,997352.8,283631.9,0.27,0.77
DA381345A4,DEC8AB4CCE0,RETAIN_CASH,0.38,606316.24,333446.75,0.15,0.34
DAE91A5EB9,DECF36182E4,PAY_NOW,0.44,1540356.93,132069.73,-0.24,0.76
DA49D9007B,DECF36182E4,PAY_AT_MATURITY,0.75,1432492.32,277468.23,0.27,0.5
DA8D078BA6,DECF36182E4,DELAY_PAYMENT,0.28,1535499.71,276342.58,0.25,0.31
DAE35A1705,DECF36182E4,CAPTURE_DISCOUNT,0.71,930557.97,645199.57,0.29,0.38
DA40FC9EBE,DECF36182E4,BANK_FINANCE,0.54,956414.54,572631.3,0.04,0.17
DA86A6B81E,DECF36182E4,SUPPLIER_FINANCE,0.3,1572792.19,347500.31,-0.09,0.88
DAEEAF258D,DECF36182E4,RETAIN_CASH,0.6,571658.91,538484.12,0.2,0.21
DA4587AAE0,DECF3AB5507,PAY_NOW,0.93,1936669.88,714523.48,-0.2,0.72
DA2BAB70C2,DECF3AB5507,PAY_AT_MATURITY,0.65,1399087.15,1012317.51,-0.26,0.79
DA8D45A6F6,DECF3AB5507,DELAY_PAYMENT,0.56,2184263.06,242253.8,0.26,0.54
DA768535D1,DECF3AB5507,CAPTURE_DISCOUNT,0.42,408315.23,1381419.33,-0.09,0.56
DA746063C3,DECF3AB5507,BANK_FINANCE,0.7,2041434.33,469393.94,0.1,0.15
DA15803D48,DECF3AB5507,SUPPLIER_FINANCE,0.82,2758817.26,903659.1,0.12,0.86
DA5A5904E5,DECF3AB5507,RETAIN_CASH,0.31,1061597.97,669264.6,0.27,0.55
DA1BCA349F,DEC106AB908,PAY_NOW,0.22,476303.61,128773.98,0.25,0.52
DAFA265109,DEC106AB908,PAY_AT_MATURITY,0.84,420215.28,185488.07,-0.17,0.67
DAD4F0FA90,DEC106AB908,DELAY_PAYMENT,0.15,402692.49,174871.22,-0.04,0.63
DA0D437492,DEC106AB908,CAPTURE_DISCOUNT,0.89,551595.17,427536.89,-0.06,0.89
DA856E750D,DEC106AB908,BANK_FINANCE,0.75,544410.0,94768.98,0.22,0.1
DAB85F9B9B,DEC106AB908,SUPPLIER_FINANCE,0.49,205622.64,367245.28,0.2,0.16
DA45998FF8,DEC106AB908,RETAIN_CASH,0.55,237215.57,139114.07,0.08,0.25
DAAF483F1E,DECB036D4AE,PAY_NOW,0.83,728403.93,149092.46,0.02,0.43
DA14D7C1FE,DECB036D4AE,PAY_AT_MATURITY,0.79,577957.97,78016.4,0.04,0.78
DAFF80A488,DECB036D4AE,DELAY_PAYMENT,0.28,881343.62,270496.18,-0.26,0.3
DA7A6E025C,DECB036D4AE,CAPTURE_DISCOUNT,0.4,912725.96,310968.14,-0.01,0.75
DA7A212561,DECB036D4AE,BANK_FINANCE,0.76,454963.33,442917.36,-0.02,0.26
DAB1437CB4,DECB036D4AE,SUPPLIER_FINANCE,0.32,912140.0,265919.79,0.07,0.6
DAFA63D3A1,DECB036D4AE,RETAIN_CASH,0.27,934810.42,374248.8,-0.15,0.61
DA6FC1EEB9,DECEEA23E70,PAY_NOW,0.85,110255.39,140598.58,0.2,0.71
DAE59BAA23,DECEEA23E70,PAY_AT_MATURITY,0.32,450986.68,341609.77,-0.15,0.14
DA308DB079,DECEEA23E70,DELAY_PAYMENT,0.85,416071.17,317863.41,0.22,0.82
DADE3A6BE5,DECEEA23E70,CAPTURE_DISCOUNT,0.77,445688.56,345283.66,0.19,0.62
DA868FC5C0,DECEEA23E70,BANK_FINANCE,0.38,695003.96,256736.11,0.29,0.12
DA9FEA779B,DECEEA23E70,SUPPLIER_FINANCE,0.79,498882.83,81377.35,-0.02,0.3
DA3B080234,DECEEA23E70,RETAIN_CASH,0.13,594317.28,317013.44,-0.3,0.27
DAE323B499,DEC0E099DF3,PAY_NOW,0.86,672015.39,708823.95,0.13,0.51
DA73C50AC5,DEC0E099DF3,PAY_AT_MATURITY,0.57,2432203.04,249636.33,-0.09,0.24
DA73445064,DEC0E099DF3,DELAY_PAYMENT,0.83,702778.21,845588.23,-0.12,0.32
DA9AF75D77,DEC0E099DF3,CAPTURE_DISCOUNT,0.65,2037997.4,836557.95,0.21,0.67
DADD494C06,DEC0E099DF3,BANK_FINANCE,0.76,375602.2,1254509.45,0.17,0.49
DAB088ACC5,DEC0E099DF3,SUPPLIER_FINANCE,0.41,1071110.17,1320627.06,-0.19,0.41
DAB98F6109,DEC0E099DF3,RETAIN_CASH,0.64,645900.05,1024746.81,-0.17,0.71
DA170D15A7,DEC31535BEE,PAY_NOW,0.9,2114910.43,1433398.29,0.1,0.6
DAA4C66507,DEC31535BEE,PAY_AT_MATURITY,0.51,2283141.85,265552.3,-0.06,0.6
DA321744A7,DEC31535BEE,DELAY_PAYMENT,0.57,474997.18,493780.28,-0.02,0.47
DA676183D7,DEC31535BEE,CAPTURE_DISCOUNT,0.19,490211.56,573941.87,0.22,0.83
DA5F4912CF,DEC31535BEE,BANK_FINANCE,0.87,763362.61,568132.92,0.03,0.9
DAE8D4E78A,DEC31535BEE,SUPPLIER_FINANCE,0.51,1643911.19,339037.93,0.0,0.71
DA2FD5E1B5,DEC31535BEE,RETAIN_CASH,0.87,977080.57,1372942.02,-0.18,0.31
DA4F888810,DECE918667A,PAY_NOW,0.91,916060.28,293734.65,-0.02,0.65
DAE6CF46A6,DECE918667A,PAY_AT_MATURITY,0.85,827873.76,929732.36,0.13,0.45
DA6FA269DD,DECE918667A,DELAY_PAYMENT,0.83,1784492.74,313321.21,0.02,0.7
DA5A979530,DECE918667A,CAPTURE_DISCOUNT,0.73,2110626.16,209881.72,-0.28,0.77
DA0CE7D52F,DECE918667A,BANK_FINANCE,0.57,2581549.39,457984.44,0.23,0.88
DAA26F3C94,DECE918667A,SUPPLIER_FINANCE,0.65,814838.4,1334296.99,0.07,0.54
DA0569AA40,DECE918667A,RETAIN_CASH,0.71,1213798.04,1443634.82,0.05,0.46
DAD937B0C7,DEC813D1AB8,PAY_NOW,0.89,531488.99,128908.69,0.0,0.4
DA1BC12BAE,DEC813D1AB8,PAY_AT_MATURITY,0.39,560934.37,228736.82,0.19,0.74
DAF4F49A8C,DEC813D1AB8,DELAY_PAYMENT,0.87,949650.32,485267.39,-0.23,0.22
DAE3E591CE,DEC813D1AB8,CAPTURE_DISCOUNT,0.6,391744.79,548159.27,0.05,0.74
DA667C6279,DEC813D1AB8,BANK_FINANCE,0.82,620484.27,177696.07,-0.21,0.19
DA4BE60659,DEC813D1AB8,SUPPLIER_FINANCE,0.41,616321.93,140497.39,-0.12,0.52
DAE3F46BF4,DEC813D1AB8,RETAIN_CASH,0.47,432373.26,304023.37,-0.03,0.12
DA65007700,DECFBAF87EF,PAY_NOW,0.91,2348778.35,499414.69,-0.08,0.11
DA7A827015,DECFBAF87EF,PAY_AT_MATURITY,0.32,864884.88,465219.01,0.07,0.16
DAF0DBDF76,DECFBAF87EF,DELAY_PAYMENT,0.83,901460.59,1253724.54,-0.07,0.3
DA2887F429,DECFBAF87EF,CAPTURE_DISCOUNT,0.46,2388213.32,442256.71,0.13,0.74
DAB38BD817,DECFBAF87EF,BANK_FINANCE,0.36,1196351.65,901829.04,0.01,0.51
DA636922C4,DECFBAF87EF,SUPPLIER_FINANCE,0.88,2255047.84,1082490.99,0.05,0.56
DA917C20DD,DECFBAF87EF,RETAIN_CASH,0.88,2359650.99,776640.38,-0.13,0.28
DA9E7BAF4A,DECB5BC8588,PAY_NOW,0.92,802723.06,1398031.01,-0.24,0.83
DA364C2E6A,DECB5BC8588,PAY_AT_MATURITY,0.6,2743040.36,854367.34,-0.19,0.42
DA2BD8892F,DECB5BC8588,DELAY_PAYMENT,0.84,2712078.8,548682.68,-0.05,0.16
DA0DC0DE8A,DECB5BC8588,CAPTURE_DISCOUNT,0.25,2953080.9,1480634.1,0.19,0.3
DA98379249,DECB5BC8588,BANK_FINANCE,0.49,499147.73,933635.71,0.19,0.49
DA3AC67C0C,DECB5BC8588,SUPPLIER_FINANCE,0.82,2705639.87,1100247.16,0.14,0.74
DA44283049,DECB5BC8588,RETAIN_CASH,0.21,2179288.7,887096.09,-0.3,0.74
DA0413C62C,DEC951658E2,PAY_NOW,0.93,436052.54,582028.53,-0.25,0.34
DA5181EF4D,DEC951658E2,PAY_AT_MATURITY,0.25,341096.96,598821.39,-0.1,0.12
DABBD46D67,DEC951658E2,DELAY_PAYMENT,0.19,449916.76,267910.03,-0.24,0.84
DA752E0EB5,DEC951658E2,CAPTURE_DISCOUNT,0.7,1091397.44,346242.76,0.28,0.28
DA88D692EE,DEC951658E2,BANK_FINANCE,0.56,1265153.25,502018.69,-0.19,0.54
DA07791FD2,DEC951658E2,SUPPLIER_FINANCE,0.4,860801.33,101758.39,0.05,0.87
DAEBB0D870,DEC951658E2,RETAIN_CASH,0.8,1245173.03,557288.03,0.27,0.56
DA14632B94,DEC2E519FD7,PAY_NOW,0.81,862048.15,180168.9,0.3,0.26
DAC64378E2,DEC2E519FD7,PAY_AT_MATURITY,0.26,143441.42,260416.07,-0.19,0.43
DAB4631D05,DEC2E519FD7,DELAY_PAYMENT,0.19,917244.45,395265.33,0.22,0.56
DAAA73062B,DEC2E519FD7,CAPTURE_DISCOUNT,0.74,932320.08,518686.84,0.25,0.4
DA3AA4F0CF,DEC2E519FD7,BANK_FINANCE,0.8,144531.11,227716.99,-0.16,0.43
DA4D6544FC,DEC2E519FD7,SUPPLIER_FINANCE,0.2,382213.52,155345.2,-0.28,0.68
DAFDC8F67A,DEC2E519FD7,RETAIN_CASH,0.58,331822.12,283047.36,0.05,0.22
DA9B5422DB,DECA4156B5F,PAY_NOW,0.92,251798.39,287099.87,-0.15,0.19
DA8AE6770F,DECA4156B5F,PAY_AT_MATURITY,0.14,80598.01,136263.79,0.01,0.75
DA48B82037,DECA4156B5F,DELAY_PAYMENT,0.2,587942.75,86755.41,0.06,0.16
DA17F22446,DECA4156B5F,CAPTURE_DISCOUNT,0.22,281061.64,209293.23,0.16,0.2
DA5A682708,DECA4156B5F,BANK_FINANCE,0.4,378417.86,245746.54,0.28,0.64
DA990542D8,DECA4156B5F,SUPPLIER_FINANCE,0.3,278093.62,276024.01,-0.11,0.36
DAB2148B60,DECA4156B5F,RETAIN_CASH,0.82,619250.99,311851.87,0.2,0.18
DA27371DD2,DEC893C47F9,PAY_NOW,0.81,1504847.23,873605.75,0.29,0.12
DA3764C984,DEC893C47F9,PAY_AT_MATURITY,0.62,871870.99,741586.12,0.15,0.29
DA697071E4,DEC893C47F9,DELAY_PAYMENT,0.65,1499070.22,260556.47,0.17,0.3
DA7A3FC2D5,DEC893C47F9,CAPTURE_DISCOUNT,0.16,1076980.79,245844.86,-0.26,0.37
DAE09EF5D1,DEC893C47F9,BANK_FINANCE,0.17,2210911.4,482595.16,-0.02,0.5
DAE4AC0BDB,DEC893C47F9,SUPPLIER_FINANCE,0.63,1721101.77,989927.15,-0.04,0.82
DABE86C6C9,DEC893C47F9,RETAIN_CASH,0.6,1516377.67,1107591.2,0.0,0.18
DAFDD98576,DECB77373BD,PAY_NOW,0.89,1092841.35,533565.19,-0.15,0.8
DAC6AA75E4,DECB77373BD,PAY_AT_MATURITY,0.24,2168048.24,270308.6,-0.08,0.24
DADE948DCB,DECB77373BD,DELAY_PAYMENT,0.24,1812077.71,304038.61,0.21,0.26
DAC3DCDA8D,DECB77373BD,CAPTURE_DISCOUNT,0.15,2227091.55,232223.15,-0.1,0.18
DA0A6AB4B9,DECB77373BD,BANK_FINANCE,0.88,465015.45,619453.15,0.08,0.45
DA9C0B4C23,DECB77373BD,SUPPLIER_FINANCE,0.4,1393048.75,510248.68,0.13,0.21
DA32F31DF2,DECB77373BD,RETAIN_CASH,0.35,2861064.16,909166.21,0.02,0.23
DA83EA19EB,DEC76D45A08,PAY_NOW,0.87,1787452.97,918359.86,-0.04,0.64
DAB8683F4C,DEC76D45A08,PAY_AT_MATURITY,0.34,1700537.3,1015197.24,0.12,0.53
DAA1D12417,DEC76D45A08,DELAY_PAYMENT,0.86,2303248.45,816073.52,-0.24,0.13
DA9250D314,DEC76D45A08,CAPTURE_DISCOUNT,0.35,1643011.32,578916.53,0.13,0.83
DAB389DA82,DEC76D45A08,BANK_FINANCE,0.51,2420595.73,683385.14,0.19,0.59
DABD023FB8,DEC76D45A08,SUPPLIER_FINANCE,0.16,2191626.66,1134627.58,0.2,0.32
DA36AD05C2,DEC76D45A08,RETAIN_CASH,0.87,1500038.09,715365.26,0.04,0.8
DABC915CBF,DEC6EAE39E9,PAY_NOW,0.81,1136401.25,613369.48,0.15,0.65
DA29F861A7,DEC6EAE39E9,PAY_AT_MATURITY,0.14,510839.93,580837.63,-0.12,0.63
DA26D82400,DEC6EAE39E9,DELAY_PAYMENT,0.22,1371811.44,410655.36,-0.07,0.34
DAC5B859DA,DEC6EAE39E9,CAPTURE_DISCOUNT,0.4,984388.89,147090.13,0.28,0.59
DA9D4AFC34,DEC6EAE39E9,BANK_FINANCE,0.55,883004.77,583242.74,0.18,0.14
DA1606D8D4,DEC6EAE39E9,SUPPLIER_FINANCE,0.32,656445.18,854560.11,-0.18,0.45
DABA509724,DEC6EAE39E9,RETAIN_CASH,0.28,1460049.3,237532.93,-0.21,0.2
DA1697DB52,DEC4069169A,PAY_NOW,0.9,799655.69,1072461.81,-0.07,0.72
DA5AC4F812,DEC4069169A,PAY_AT_MATURITY,0.17,516640.79,1293736.67,-0.27,0.71
DA598CF613,DEC4069169A,DELAY_PAYMENT,0.18,1177942.09,338752.67,-0.05,0.85
DA1BB86997,DEC4069169A,CAPTURE_DISCOUNT,0.85,1911994.6,911123.12,-0.12,0.9
DAA23EEFD6,DEC4069169A,BANK_FINANCE,0.23,2440991.52,605365.63,0.01,0.67
DA07704C9F,DEC4069169A,SUPPLIER_FINANCE,0.6,2897472.67,1011512.34,0.13,0.41
DA14209A15,DEC4069169A,RETAIN_CASH,0.62,1756892.55,1234633.73,0.05,0.34
DA6D25FD11,DEC893FFD4B,PAY_NOW,0.83,1194711.16,326126.77,0.1,0.71
DA07D044C8,DEC893FFD4B,PAY_AT_MATURITY,0.53,380131.43,471514.04,0.23,0.33
DA5ADCC0C5,DEC893FFD4B,DELAY_PAYMENT,0.29,1006368.8,619862.53,-0.23,0.25
DAE2757634,DEC893FFD4B,CAPTURE_DISCOUNT,0.7,222658.31,477353.44,-0.09,0.72
DAD32EE74E,DEC893FFD4B,BANK_FINANCE,0.85,584486.12,256493.4,-0.09,0.53
DA592981B3,DEC893FFD4B,SUPPLIER_FINANCE,0.11,1223857.07,185633.24,0.1,0.18
DAABAD5537,DEC893FFD4B,RETAIN_CASH,0.53,836964.72,429405.02,0.21,0.83
DA424BB7F8,DECD747DED2,PAY_NOW,0.91,1408103.88,961041.24,-0.08,0.68
DA9B071989,DECD747DED2,PAY_AT_MATURITY,0.61,477175.36,779524.71,0.08,0.56
DA9C709028,DECD747DED2,DELAY_PAYMENT,0.78,905304.62,229054.48,-0.12,0.41
DA0950B59E,DECD747DED2,CAPTURE_DISCOUNT,0.89,2170749.34,582008.55,-0.01,0.7
DA9B085E48,DECD747DED2,BANK_FINANCE,0.26,537262.93,1142556.03,-0.05,0.32
DACFEF2E60,DECD747DED2,SUPPLIER_FINANCE,0.16,1706395.7,893732.9,-0.23,0.2
DA7C733CB6,DECD747DED2,RETAIN_CASH,0.25,1935000.06,1167467.77,0.1,0.22
DA52C1B8AF,DEC68508448,PAY_NOW,0.86,562082.6,1008486.03,0.01,0.22
DA43883B9C,DEC68508448,PAY_AT_MATURITY,0.31,1198679.78,909019.51,0.11,0.38
DAE2666926,DEC68508448,DELAY_PAYMENT,0.81,835541.36,893653.35,-0.05,0.31
DADE0B43C4,DEC68508448,CAPTURE_DISCOUNT,0.58,2031255.94,713907.95,-0.14,0.84
DA1F02D8BB,DEC68508448,BANK_FINANCE,0.31,460321.52,899136.87,0.27,0.62
DA3C417963,DEC68508448,SUPPLIER_FINANCE,0.27,1409437.41,870902.05,0.27,0.81
DA4D3FF7F8,DEC68508448,RETAIN_CASH,0.28,409417.53,281327.34,-0.11,0.29
DA8F606100,DEC333FF3A7,PAY_NOW,0.84,648655.8,330220.43,0.3,0.37
DA1E31A58F,DEC333FF3A7,PAY_AT_MATURITY,0.62,1043088.83,185706.28,-0.22,0.37
DA5411D4B0,DEC333FF3A7,DELAY_PAYMENT,0.25,556765.29,87212.07,0.2,0.3
DADC174755,DEC333FF3A7,CAPTURE_DISCOUNT,0.14,575221.43,202283.83,0.11,0.63
DA38921AF3,DEC333FF3A7,BANK_FINANCE,0.76,382469.37,462466.11,0.24,0.62
DAE4DD3183,DEC333FF3A7,SUPPLIER_FINANCE,0.19,404174.4,409715.8,0.01,0.17
DAE4D49028,DEC333FF3A7,RETAIN_CASH,0.51,326342.99,111530.65,0.07,0.59
DAB7EAF967,DEC86CBD24C,PAY_NOW,0.95,1047207.53,132756.63,0.03,0.11
DA1436582C,DEC86CBD24C,PAY_AT_MATURITY,0.54,704414.74,630501.56,0.0,0.75
DAB44F3287,DEC86CBD24C,DELAY_PAYMENT,0.38,435049.15,305388.93,0.15,0.69
DA27717CB6,DEC86CBD24C,CAPTURE_DISCOUNT,0.45,1177515.01,635200.1,0.14,0.53
DAD2F06560,DEC86CBD24C,BANK_FINANCE,0.27,275934.25,181918.6,0.04,0.86
DAC03BF448,DEC86CBD24C,SUPPLIER_FINANCE,0.16,232973.5,102150.58,-0.1,0.39
DA45678121,DEC86CBD24C,RETAIN_CASH,0.3,570013.94,506408.7,0.18,0.22
DAB45DCB39,DEC98115CC1,PAY_NOW,0.85,1891502.08,302583.08,0.29,0.79
DA6E527F3E,DEC98115CC1,PAY_AT_MATURITY,0.69,1907254.85,165647.38,0.03,0.75
DA3DE2BC46,DEC98115CC1,DELAY_PAYMENT,0.4,499783.17,529514.45,0.23,0.22
DA048BFFE5,DEC98115CC1,CAPTURE_DISCOUNT,0.71,1275855.25,827998.55,-0.21,0.73
DAD0D9F0CE,DEC98115CC1,BANK_FINANCE,0.29,1000956.33,810437.0,0.22,0.17
DA4872F2D6,DEC98115CC1,SUPPLIER_FINANCE,0.18,1931298.3,982308.43,0.18,0.4
DA1B51E338,DEC98115CC1,RETAIN_CASH,0.8,2246168.74,324248.36,0.21,0.13
DADC777C47,DEC0AED67C2,PAY_NOW,0.88,1791140.47,357141.14,0.29,0.42
DA511661E1,DEC0AED67C2,PAY_AT_MATURITY,0.19,1811805.94,239361.28,0.09,0.7
DABC15DE94,DEC0AED67C2,DELAY_PAYMENT,0.54,1771897.58,909103.6,-0.26,0.68
DA247BFE18,DEC0AED67C2,CAPTURE_DISCOUNT,0.23,341175.96,1201587.29,0.09,0.77
DAB3250490,DEC0AED67C2,BANK_FINANCE,0.89,1569708.75,193870.96,0.25,0.2
DAC9AAA9BE,DEC0AED67C2,SUPPLIER_FINANCE,0.64,2020410.88,292170.09,-0.17,0.64
