source_table,date,company_id,cash_account_id,opening_balance,daily_inflow,daily_outflow,balance,available_balance,reserved_balance,deployable_cash,customer_id,customer_name,industry,payment_terms,risk_category,total_historical_payments,on_time_payments,late_payments,on_time_probability,average_delay_days,payment_history_tier,alternative_id,decision_id,action,score,cost,benefit,liquidity_impact,risk,decision_item_id,invoice_id,amount,expected_cost,expected_benefit,risk_score,created_at,decision_type,chosen_action,confidence,reasoning,status,event_id,event_type,payload,processed_at,financing_option_id,provider,type,interest_rate,credit_limit,available_amount,minimum_amount,processing_fee,repayment_terms,snapshot_id,forecast_horizon_days,projected_cash,minimum_projected_cash,liquidity_risk,expected_inflows,expected_outflows,reserve_requirement,risk_probability,supplier_id,issue_date,discount_percentage,discount_deadline,late_penalty_percentage,currency,payment_method,actual_payment_date,obligation_id,description,category,due_date,priority,receivable_id,invoice_date,expected_date,collection_probability,expected_delay_days,scenario_id,name,parameters,result,strategic_importance,strategic_importance_score,liquidity_risk_score,payment_terms_days,financing_available,financing_rate,transaction_id,reference_type,reference_id
cash_accounts,2025-01-25,COMP001,CASH001,810438070.08,1770617.28,1090536.32,811118151.04,761118151.04,50000000.0,761118151.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-01-26,COMP001,CASH001,811118151.04,2235351.39,1733547.63,811619954.8,761619954.8,50000000.0,761619954.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-01-27,COMP001,CASH001,811619954.8,18578174.29,7760876.89,822437252.2,772437252.2,50000000.0,772437252.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-01-28,COMP001,CASH001,822437252.2,18561777.64,25410241.26,815588788.58,765588788.58,50000000.0,765588788.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-01-29,COMP001,CASH001,815588788.58,13165799.13,67715875.31,761038712.4,711038712.4,50000000.0,711038712.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-01-30,COMP001,CASH001,761038712.4,8512031.03,13651846.88,755898896.55,705898896.55,50000000.0,705898896.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-01-31,COMP001,CASH001,755898896.55,16404715.07,4489932.0,767813679.62,717813679.62,50000000.0,717813679.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-01,COMP001,CASH001,767813679.62,37124398.65,1678377.08,803259701.19,753259701.19,50000000.0,753259701.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-02,COMP001,CASH001,803259701.19,2319686.66,24504978.42,781074409.43,731074409.43,50000000.0,731074409.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-03,COMP001,CASH001,781074409.43,104160917.83,4068721.7,881166605.56,831166605.56,50000000.0,831166605.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-04,COMP001,CASH001,881166605.56,19800878.22,4773556.82,896193926.96,846193926.96,50000000.0,846193926.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-05,COMP001,CASH001,896193926.96,18279249.5,4708381.89,909764794.57,859764794.57,50000000.0,859764794.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-06,COMP001,CASH001,909764794.57,10091333.19,16494284.39,903361843.37,853361843.37,50000000.0,853361843.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-07,COMP001,CASH001,903361843.37,18490951.17,4347703.03,917505091.51,867505091.51,50000000.0,867505091.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-08,COMP001,CASH001,917505091.51,52051783.09,1905446.0,967651428.6,917651428.6,50000000.0,917651428.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-09,COMP001,CASH001,967651428.6,3365938.83,21681550.0,949335817.43,899335817.43,50000000.0,899335817.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-10,COMP001,CASH001,949335817.43,9073123.41,5347195.4,953061745.44,903061745.44,50000000.0,903061745.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-11,COMP001,CASH001,953061745.44,60298611.64,63556542.95,949803814.13,899803814.13,50000000.0,899803814.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-12,COMP001,CASH001,949803814.13,20617024.26,36204494.07,934216344.32,884216344.32,50000000.0,884216344.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-13,COMP001,CASH001,934216344.32,16297628.46,7172598.2,943341374.58,893341374.58,50000000.0,893341374.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-14,COMP001,CASH001,943341374.58,46469984.02,50056230.47,939755128.13,889755128.13,50000000.0,889755128.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-15,COMP001,CASH001,939755128.13,48681041.13,6650577.03,981785592.23,931785592.23,50000000.0,931785592.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-16,COMP001,CASH001,981785592.23,42267568.36,1092648.84,1022960511.75,972960511.75,50000000.0,972960511.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-17,COMP001,CASH001,1022960511.75,16424221.14,7415509.75,1031969223.14,981969223.14,50000000.0,981969223.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-18,COMP001,CASH001,1031969223.14,122117880.28,9401627.08,1144685476.34,1094685476.34,50000000.0,1094685476.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-19,COMP001,CASH001,1144685476.34,21765093.57,9233297.3,1157217272.61,1107217272.61,50000000.0,1107217272.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-20,COMP001,CASH001,1157217272.61,25318456.88,63100154.88,1119435574.61,1069435574.61,50000000.0,1069435574.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-21,COMP001,CASH001,1119435574.61,24103693.44,24322745.96,1119216522.09,1069216522.09,50000000.0,1069216522.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-22,COMP001,CASH001,1119216522.09,3655548.88,20909008.54,1101963062.43,1051963062.43,50000000.0,1051963062.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-23,COMP001,CASH001,1101963062.43,3388457.04,1515691.55,1103835827.92,1053835827.92,50000000.0,1053835827.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-24,COMP001,CASH001,1103835827.92,14452260.91,9017008.98,1109271079.85,1059271079.85,50000000.0,1059271079.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-25,COMP001,CASH001,1109271079.85,25995506.71,7027072.18,1128239514.38,1078239514.38,50000000.0,1078239514.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-26,COMP001,CASH001,1128239514.38,11095893.41,4069771.47,1135265636.32,1085265636.32,50000000.0,1085265636.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-27,COMP001,CASH001,1135265636.32,34370064.2,36380420.93,1133255279.59,1083255279.59,50000000.0,1083255279.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-02-28,COMP001,CASH001,1133255279.59,21448712.64,10505926.62,1144198065.61,1094198065.61,50000000.0,1094198065.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-01,COMP001,CASH001,1144198065.61,23432587.61,22279226.23,1145351426.99,1095351426.99,50000000.0,1095351426.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-02,COMP001,CASH001,1145351426.99,108146628.28,54956515.97,1198541539.3,1148541539.3,50000000.0,1148541539.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-03,COMP001,CASH001,1198541539.3,15326107.14,63752749.04,1150114897.4,1100114897.4,50000000.0,1100114897.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-04,COMP001,CASH001,1150114897.4,80770388.81,4131512.55,1226753773.66,1176753773.66,50000000.0,1176753773.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-05,COMP001,CASH001,1226753773.66,137857526.86,4666388.43,1359944912.09,1309944912.09,50000000.0,1309944912.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-06,COMP001,CASH001,1359944912.09,11476891.34,44162680.68,1327259122.75,1277259122.75,50000000.0,1277259122.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-07,COMP001,CASH001,1327259122.75,46472533.76,42267101.79,1331464554.72,1281464554.72,50000000.0,1281464554.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-08,COMP001,CASH001,1331464554.72,2199192.18,16534763.16,1317128983.74,1267128983.74,50000000.0,1267128983.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-09,COMP001,CASH001,1317128983.74,25432084.59,125578543.94,1216982524.39,1166982524.39,50000000.0,1166982524.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-10,COMP001,CASH001,1216982524.39,47212120.8,37574182.87,1226620462.32,1176620462.32,50000000.0,1176620462.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-11,COMP001,CASH001,1226620462.32,79482586.44,8273884.64,1297829164.12,1247829164.12,50000000.0,1247829164.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-12,COMP001,CASH001,1297829164.12,89194377.16,9177328.4,1377846212.88,1327846212.88,50000000.0,1327846212.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-13,COMP001,CASH001,1377846212.88,65559141.59,4896517.34,1438508837.13,1388508837.13,50000000.0,1388508837.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-14,COMP001,CASH001,1438508837.13,58642299.03,58986351.23,1438164784.93,1388164784.93,50000000.0,1388164784.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-15,COMP001,CASH001,1438164784.93,14157135.14,89387310.65,1362934609.42,1312934609.42,50000000.0,1312934609.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-16,COMP001,CASH001,1362934609.42,27622373.72,44359938.94,1346197044.2,1296197044.2,50000000.0,1296197044.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-17,COMP001,CASH001,1346197044.2,110553783.42,6778283.82,1449972543.8,1399972543.8,50000000.0,1399972543.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-18,COMP001,CASH001,1449972543.8,102773066.37,64095774.95,1488649835.22,1438649835.22,50000000.0,1438649835.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-19,COMP001,CASH001,1488649835.22,13951530.56,16406254.64,1486195111.14,1436195111.14,50000000.0,1436195111.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-20,COMP001,CASH001,1486195111.14,39605225.81,5470563.36,1520329773.59,1470329773.59,50000000.0,1470329773.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-21,COMP001,CASH001,1520329773.59,49713949.74,7394268.0,1562649455.33,1512649455.33,50000000.0,1512649455.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-22,COMP001,CASH001,1562649455.33,1930792.21,38498102.95,1526082144.59,1476082144.59,50000000.0,1476082144.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-23,COMP001,CASH001,1526082144.59,59090987.78,13291991.36,1571881141.01,1521881141.01,50000000.0,1521881141.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-24,COMP001,CASH001,1571881141.01,71809872.6,51591616.99,1592099396.62,1542099396.62,50000000.0,1542099396.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-25,COMP001,CASH001,1592099396.62,91943150.78,67809303.93,1616233243.47,1566233243.47,50000000.0,1566233243.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cash_accounts,2025-03-26,COMP001,CASH001,1616233243.47,132903409.25,50556002.06,1698580650.66,1648580650.66,50000000.0,1648580650.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
