event_id,company_id,event_type,payload,created_at,processed_at,status
EVT9BCA7ABA,COMP001,PAYMENT_RECEIVED,"{""amount"": 14388941.75, ""customer_id"": ""CUST005""}",2025-01-30,2025-01-30 02:00:00,PROCESSED
EVTA5CD280C,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 25734915.04, ""reason"": ""Equipment failure""}",2025-01-30,2025-01-30 04:00:00,PROCESSED
EVT78DFC63E,COMP001,PAYMENT_RECEIVED,"{""amount"": 23898738.95, ""customer_id"": ""CUST001""}",2025-01-30,2025-01-30 03:00:00,PROCESSED
EVT83F8A105,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST001"", ""delay_days"": 29, ""original_expected_date"": ""2025-01-27"", ""new_expected_date"": ""2025-02-25""}",2025-01-31,2025-01-31 05:00:00,PROCESSED
EVT3E11D218,COMP001,PAYMENT_RECEIVED,"{""amount"": 34753069.47, ""customer_id"": ""CUST006""}",2025-02-03,2025-02-03 05:00:00,PROCESSED
EVT553118D9,COMP001,INVOICE_CREATED,"{""amount"": 14433889.03, ""customer_id"": ""CUST017"", ""payment_terms"": 45}",2025-02-03,2025-02-03 06:00:00,PROCESSED
EVT72C1F28B,COMP001,INVOICE_CREATED,"{""amount"": 12227624.57, ""customer_id"": ""CUST019"", ""payment_terms"": 45}",2025-02-04,2025-02-04 02:00:00,PROCESSED
EVT74599750,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.104, ""new_rate"": 0.099}",2025-02-06,2025-02-06 02:00:00,PROCESSED
EVT9A36F8F3,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.087, ""new_rate"": 0.077}",2025-02-07,2025-02-07 05:00:00,PROCESSED
EVT123E3F37,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN004"", ""amount"": 67750250.89}",2025-02-19,2025-02-19 02:00:00,PROCESSED
EVT281A2982,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP005"", ""amount"": 17506283.9, ""due_days"": 30}",2025-02-20,2025-02-20 05:00:00,PROCESSED
EVTA1D428D2,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST021"", ""delay_days"": 20, ""original_expected_date"": ""2025-04-05"", ""new_expected_date"": ""2025-04-25""}",2025-02-20,2025-02-20 06:00:00,PROCESSED
EVT22463D24,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN005"", ""amount"": 97683351.97}",2025-02-20,2025-02-20 01:00:00,PROCESSED
EVT032E57FF,COMP001,PAYMENT_RECEIVED,"{""amount"": 40951249.45, ""customer_id"": ""CUST011""}",2025-02-22,2025-02-22 06:00:00,PROCESSED
EVT8C4E5A15,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP003"", ""amount"": 33502147.92}",2025-02-25,2025-02-25 05:00:00,PROCESSED
EVTD1B48C16,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 37177971.81, ""reason"": ""Equipment failure""}",2025-02-25,2025-02-25 06:00:00,PROCESSED
EVT29C1F620,COMP001,INVOICE_CREATED,"{""amount"": 48193871.27, ""customer_id"": ""CUST012"", ""payment_terms"": 15}",2025-02-27,2025-02-27 03:00:00,PROCESSED
EVTECD5FE1E,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP013"", ""amount"": 58431811.92, ""due_days"": 45}",2025-02-28,2025-02-28 06:00:00,PROCESSED
EVT1966BEA6,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 47834839.21, ""reason"": ""Regulatory fine""}",2025-03-01,2025-03-01 03:00:00,PROCESSED
EVTEA6528D3,COMP001,PAYMENT_RECEIVED,"{""amount"": 30482685.8, ""customer_id"": ""CUST018""}",2025-03-03,2025-03-03 03:00:00,PROCESSED
EVT68B26DBA,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP015"", ""amount"": 46158421.97}",2025-03-04,2025-03-04 03:00:00,PROCESSED
EVT19A68667,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN005"", ""amount"": 90607223.37}",2025-03-07,2025-03-07 05:00:00,PROCESSED
EVTFA02C800,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP011"", ""amount"": 52849115.52, ""due_days"": 60}",2025-03-07,2025-03-07 06:00:00,PROCESSED
EVTADC1E23D,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.093, ""new_rate"": 0.114}",2025-03-10,2025-03-10 03:00:00,PROCESSED
EVTF5731A0B,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN003"", ""amount"": 14616211.7}",2025-03-11,2025-03-11 06:00:00,PROCESSED
EVTB124717D,COMP001,PAYMENT_RECEIVED,"{""amount"": 42750628.47, ""customer_id"": ""CUST012""}",2025-03-13,2025-03-13 04:00:00,PROCESSED
EVT88205F23,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN004"", ""amount"": 25867352.1}",2025-03-13,2025-03-13 01:00:00,PROCESSED
EVT960D92C7,COMP001,INVOICE_CREATED,"{""amount"": 17087286.52, ""customer_id"": ""CUST016"", ""payment_terms"": 45}",2025-03-21,2025-03-21 03:00:00,PROCESSED
EVTB2C755F8,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 40257728.45, ""reason"": ""Emergency repair""}",2025-03-21,2025-03-21 03:00:00,PROCESSED
EVTAB789497,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP008"", ""amount"": 20831845.16}",2025-03-24,2025-03-24 02:00:00,PROCESSED
EVT29128744,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN004"", ""amount"": 72741814.41}",2025-03-27,2025-03-27 03:00:00,PROCESSED
EVT076D795C,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.093, ""new_rate"": 0.095}",2025-04-06,2025-04-06 01:00:00,PROCESSED
EVT95FA6E38,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN004"", ""amount"": 88969227.82}",2025-04-09,2025-04-09 01:00:00,PROCESSED
EVT7DBAB6F5,COMP001,PAYMENT_RECEIVED,"{""amount"": 45839886.94, ""customer_id"": ""CUST008""}",2025-04-11,2025-04-11 02:00:00,PROCESSED
EVT446FABF5,COMP001,INVOICE_CREATED,"{""amount"": 34600231.88, ""customer_id"": ""CUST005"", ""payment_terms"": 30}",2025-04-16,2025-04-16 06:00:00,PROCESSED
EVT77198B84,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP013"", ""amount"": 34994465.45}",2025-04-18,2025-04-18 03:00:00,PROCESSED
EVTBD16E5F8,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST013"", ""delay_days"": 12, ""original_expected_date"": ""2025-09-11"", ""new_expected_date"": ""2025-09-23""}",2025-04-20,2025-04-20 06:00:00,PROCESSED
EVT67F72147,COMP001,PAYMENT_RECEIVED,"{""amount"": 42389789.39, ""customer_id"": ""CUST017""}",2025-04-22,2025-04-22 05:00:00,PROCESSED
EVT9F8E00B4,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN003"", ""amount"": 24210277.38}",2025-04-23,2025-04-23 06:00:00,PROCESSED
EVT70F763DE,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 19350404.26, ""reason"": ""Emergency repair""}",2025-04-24,2025-04-24 04:00:00,PROCESSED
EVTA6DC490D,COMP001,INVOICE_CREATED,"{""amount"": 10042443.95, ""customer_id"": ""CUST025"", ""payment_terms"": 45}",2025-04-25,2025-04-25 01:00:00,PROCESSED
EVT3B16D034,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 12363441.5, ""reason"": ""Emergency repair""}",2025-04-28,2025-04-28 04:00:00,PROCESSED
EVT2AC340D6,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 28987173.24, ""reason"": ""Regulatory fine""}",2025-05-01,2025-05-01 04:00:00,PROCESSED
EVT6AD386F1,COMP001,PAYMENT_RECEIVED,"{""amount"": 27915600.81, ""customer_id"": ""CUST021""}",2025-05-07,2025-05-07 06:00:00,PROCESSED
EVTFE0BF2B6,COMP001,INVOICE_CREATED,"{""amount"": 10995116.89, ""customer_id"": ""CUST018"", ""payment_terms"": 45}",2025-05-10,2025-05-10 05:00:00,PROCESSED
EVT2FEF1110,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP005"", ""amount"": 8422083.07}",2025-05-11,2025-05-11 06:00:00,PROCESSED
EVT6F5DB822,COMP001,INVOICE_CREATED,"{""amount"": 25175782.49, ""customer_id"": ""CUST003"", ""payment_terms"": 15}",2025-05-17,2025-05-17 05:00:00,PROCESSED
EVT2D085D2F,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP009"", ""amount"": 33208610.53, ""due_days"": 60}",2025-05-18,2025-05-18 01:00:00,PROCESSED
EVT49D3FD80,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP007"", ""amount"": 23374692.7}",2025-05-18,2025-05-18 02:00:00,PROCESSED
EVT854A5B3E,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.094, ""new_rate"": 0.089}",2025-05-21,2025-05-21 02:00:00,PROCESSED
EVT882277CF,COMP001,PAYMENT_RECEIVED,"{""amount"": 22775209.19, ""customer_id"": ""CUST017""}",2025-05-21,2025-05-21 01:00:00,PROCESSED
EVTD2F6BC39,COMP001,PAYMENT_RECEIVED,"{""amount"": 28617878.45, ""customer_id"": ""CUST001""}",2025-05-22,2025-05-22 02:00:00,PROCESSED
EVT7FA649A8,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST003"", ""delay_days"": 30, ""original_expected_date"": ""2025-09-10"", ""new_expected_date"": ""2025-10-10""}",2025-05-23,2025-05-23 04:00:00,PROCESSED
EVT3549547B,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN001"", ""amount"": 85584959.63}",2025-05-23,2025-05-23 05:00:00,PROCESSED
EVTA69A911F,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN005"", ""amount"": 92965814.45}",2025-05-24,2025-05-24 02:00:00,PROCESSED
EVT51E6B96E,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN001"", ""amount"": 90032752.21}",2025-05-24,2025-05-24 01:00:00,PROCESSED
EVT5A6F1C16,COMP001,PAYMENT_RECEIVED,"{""amount"": 42945378.08, ""customer_id"": ""CUST001""}",2025-05-26,2025-05-26 01:00:00,PROCESSED
EVTDB3C6A94,COMP001,INVOICE_CREATED,"{""amount"": 38612611.48, ""customer_id"": ""CUST011"", ""payment_terms"": 30}",2025-05-28,2025-05-28 03:00:00,PROCESSED
EVTAEFAF9FB,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP004"", ""amount"": 21065315.93}",2025-06-04,2025-06-04 02:00:00,PROCESSED
EVT17D8AC4E,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 50968998.47, ""reason"": ""Emergency repair""}",2025-06-09,2025-06-09 04:00:00,PROCESSED
EVT723A2A01,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 20329249.62, ""reason"": ""Regulatory fine""}",2025-06-11,2025-06-11 05:00:00,PROCESSED
EVT33656BF0,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST016"", ""delay_days"": 15, ""original_expected_date"": ""2025-10-04"", ""new_expected_date"": ""2025-10-19""}",2025-06-11,2025-06-11 06:00:00,PROCESSED
EVT9D7741FA,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST003"", ""delay_days"": 14, ""original_expected_date"": ""2025-06-04"", ""new_expected_date"": ""2025-06-18""}",2025-06-15,2025-06-15 01:00:00,PROCESSED
EVT7732B810,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP001"", ""amount"": 42967337.08}",2025-06-22,2025-06-22 05:00:00,PROCESSED
EVTFCD38B2C,COMP001,PAYMENT_RECEIVED,"{""amount"": 32132035.71, ""customer_id"": ""CUST019""}",2025-06-24,2025-06-24 05:00:00,PROCESSED
EVTB3606A07,COMP001,INVOICE_CREATED,"{""amount"": 36204444.9, ""customer_id"": ""CUST022"", ""payment_terms"": 30}",2025-06-25,2025-06-25 06:00:00,PROCESSED
EVT26B68FC1,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP001"", ""amount"": 56968182.97, ""due_days"": 45}",2025-07-03,2025-07-03 05:00:00,PROCESSED
EVT0A634DAD,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP005"", ""amount"": 20749176.86, ""due_days"": 45}",2025-07-05,2025-07-05 04:00:00,PROCESSED
EVT26064BEF,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.119, ""new_rate"": 0.117}",2025-07-05,2025-07-05 05:00:00,PROCESSED
EVT78D3217C,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 12189087.02, ""reason"": ""Product recall""}",2025-07-05,2025-07-05 01:00:00,PROCESSED
EVTC9FC4D0B,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST014"", ""delay_days"": 22, ""original_expected_date"": ""2025-09-04"", ""new_expected_date"": ""2025-09-26""}",2025-07-08,2025-07-08 06:00:00,PROCESSED
EVT04456276,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN005"", ""amount"": 17778751.16}",2025-07-09,2025-07-09 05:00:00,PROCESSED
EVTA137578E,COMP001,PAYMENT_RECEIVED,"{""amount"": 29801910.17, ""customer_id"": ""CUST020""}",2025-07-14,2025-07-14 03:00:00,PROCESSED
EVT96BEF267,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP002"", ""amount"": 20645329.16, ""due_days"": 30}",2025-07-15,2025-07-15 01:00:00,PROCESSED
EVT6ECCE176,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP010"", ""amount"": 16077721.82, ""due_days"": 60}",2025-07-15,2025-07-15 01:00:00,PROCESSED
EVTBC5324AF,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 19641044.66, ""reason"": ""Equipment failure""}",2025-07-17,2025-07-17 03:00:00,PROCESSED
EVTF8BC9611,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 48553675.93, ""reason"": ""Emergency repair""}",2025-07-17,2025-07-17 03:00:00,PROCESSED
EVT67EB3A01,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST018"", ""delay_days"": 5, ""original_expected_date"": ""2025-07-02"", ""new_expected_date"": ""2025-07-07""}",2025-07-17,2025-07-17 06:00:00,PROCESSED
EVT62D33D87,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP003"", ""amount"": 46400854.49, ""due_days"": 15}",2025-07-19,2025-07-19 02:00:00,PROCESSED
EVT71DC5045,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN003"", ""amount"": 33565435.56}",2025-07-20,2025-07-20 04:00:00,PROCESSED
EVT598C46DF,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN004"", ""amount"": 13793354.94}",2025-07-21,2025-07-21 01:00:00,PROCESSED
EVT8687DB96,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP015"", ""amount"": 33879705.92, ""due_days"": 45}",2025-07-23,2025-07-23 04:00:00,PROCESSED
EVTFEDC36EF,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.116, ""new_rate"": 0.13}",2025-07-24,2025-07-24 04:00:00,PROCESSED
EVT0EB60369,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP014"", ""amount"": 3570416.35}",2025-07-25,2025-07-25 03:00:00,PROCESSED
EVTF2E94FE1,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP011"", ""amount"": 34201144.92, ""due_days"": 15}",2025-07-30,2025-07-30 05:00:00,PROCESSED
EVTFCDBA9E0,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP002"", ""amount"": 22067284.25}",2025-08-01,2025-08-01 06:00:00,PROCESSED
EVT4BCE7809,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP006"", ""amount"": 54286584.52, ""due_days"": 30}",2025-08-08,2025-08-08 05:00:00,PROCESSED
EVTB6E6A42A,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 72457278.2, ""reason"": ""Legal settlement""}",2025-08-08,2025-08-08 04:00:00,PROCESSED
EVT7CC2E066,COMP001,INVOICE_CREATED,"{""amount"": 43534440.55, ""customer_id"": ""CUST018"", ""payment_terms"": 45}",2025-08-10,2025-08-10 05:00:00,PROCESSED
EVT73C32F6B,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP014"", ""amount"": 50590344.74, ""due_days"": 45}",2025-08-14,2025-08-14 01:00:00,PROCESSED
EVT650E54E1,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP012"", ""amount"": 27722686.04}",2025-08-15,2025-08-15 04:00:00,PROCESSED
EVT2B3F552D,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 68383742.82, ""reason"": ""Emergency repair""}",2025-08-16,2025-08-16 02:00:00,PROCESSED
EVT3B04E4B2,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP004"", ""amount"": 3541907.04}",2025-08-17,2025-08-17 05:00:00,PROCESSED
EVT941CF7EC,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 44169128.84, ""reason"": ""Product recall""}",2025-08-19,2025-08-19 04:00:00,PROCESSED
EVT3B648B04,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP015"", ""amount"": 48430569.21}",2025-08-20,2025-08-20 06:00:00,PROCESSED
EVTC43E58CF,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST011"", ""delay_days"": 19, ""original_expected_date"": ""2025-02-19"", ""new_expected_date"": ""2025-03-10""}",2025-08-24,2025-08-24 06:00:00,PROCESSED
EVTEE7AB2A4,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST018"", ""delay_days"": 9, ""original_expected_date"": ""2025-06-11"", ""new_expected_date"": ""2025-06-20""}",2025-08-25,2025-08-25 05:00:00,PROCESSED
EVT7D09533C,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.105, ""new_rate"": 0.131}",2025-08-29,2025-08-29 05:00:00,PROCESSED
EVT25736B06,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP005"", ""amount"": 11971772.09}",2025-08-29,2025-08-29 04:00:00,PROCESSED
EVTD41D4DF7,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP009"", ""amount"": 18969152.44, ""due_days"": 15}",2025-08-31,2025-08-31 02:00:00,PROCESSED
EVT17D4DF35,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST023"", ""delay_days"": 10, ""original_expected_date"": ""2025-10-18"", ""new_expected_date"": ""2025-10-28""}",2025-09-01,2025-09-01 06:00:00,PROCESSED
EVTB204C731,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST005"", ""delay_days"": 15, ""original_expected_date"": ""2025-05-09"", ""new_expected_date"": ""2025-05-24""}",2025-09-01,2025-09-01 01:00:00,PROCESSED
EVTF8CDD750,COMP001,PAYMENT_RECEIVED,"{""amount"": 30688891.96, ""customer_id"": ""CUST007""}",2025-09-04,2025-09-04 05:00:00,PROCESSED
EVT5DDB55AF,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP009"", ""amount"": 17038649.07}",2025-09-05,2025-09-05 05:00:00,PROCESSED
EVTE901B01A,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST015"", ""delay_days"": 21, ""original_expected_date"": ""2025-07-20"", ""new_expected_date"": ""2025-08-10""}",2025-09-05,2025-09-05 06:00:00,PROCESSED
EVT6F89AE1B,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP013"", ""amount"": 22767922.3, ""due_days"": 60}",2025-09-07,2025-09-07 06:00:00,PROCESSED
EVTDE81D8F4,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN003"", ""amount"": 76559456.05}",2025-09-09,2025-09-09 02:00:00,PROCESSED
EVTD00F22AE,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST009"", ""delay_days"": 15, ""original_expected_date"": ""2025-09-15"", ""new_expected_date"": ""2025-09-30""}",2025-09-12,2025-09-12 05:00:00,PROCESSED
EVT23D0DF51,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST002"", ""delay_days"": 20, ""original_expected_date"": ""2025-05-28"", ""new_expected_date"": ""2025-06-17""}",2025-09-13,2025-09-13 02:00:00,PROCESSED
EVT731AF345,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP006"", ""amount"": 36927054.42}",2025-09-15,2025-09-15 02:00:00,PROCESSED
EVTDE2A92AB,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP001"", ""amount"": 38099985.71}",2025-09-19,2025-09-19 01:00:00,PROCESSED
EVT2D24FAB6,COMP001,PAYMENT_RECEIVED,"{""amount"": 11836709.15, ""customer_id"": ""CUST014""}",2025-09-21,2025-09-21 03:00:00,PROCESSED
EVTE5469450,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 28530613.17, ""reason"": ""Product recall""}",2025-09-22,2025-09-22 02:00:00,PROCESSED
EVT602CEA7E,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 68303019.86, ""reason"": ""Emergency repair""}",2025-09-26,2025-09-26 02:00:00,PROCESSED
EVT11351B0B,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP001"", ""amount"": 47358814.02, ""due_days"": 30}",2025-09-28,2025-09-28 06:00:00,PROCESSED
EVT537232FD,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.082, ""new_rate"": 0.074}",2025-10-03,2025-10-03 06:00:00,PROCESSED
EVT02E00DE2,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.101, ""new_rate"": 0.117}",2025-10-04,2025-10-04 04:00:00,PROCESSED
EVT246D92F6,COMP001,PAYMENT_RECEIVED,"{""amount"": 22686122.74, ""customer_id"": ""CUST009""}",2025-10-04,2025-10-04 01:00:00,PROCESSED
EVT338F8771,COMP001,INVOICE_CREATED,"{""amount"": 22889423.44, ""customer_id"": ""CUST006"", ""payment_terms"": 45}",2025-10-07,2025-10-07 06:00:00,PROCESSED
EVTD8D4AB8C,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP001"", ""amount"": 19199610.86}",2025-10-09,2025-10-09 03:00:00,PROCESSED
EVT33CA3216,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.111, ""new_rate"": 0.117}",2025-10-09,2025-10-09 05:00:00,PROCESSED
EVT99666AAC,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 15705120.3, ""reason"": ""Equipment failure""}",2025-10-11,2025-10-11 04:00:00,PROCESSED
EVT048C63A7,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST024"", ""delay_days"": 30, ""original_expected_date"": ""2025-05-05"", ""new_expected_date"": ""2025-06-04""}",2025-10-11,2025-10-11 03:00:00,PROCESSED
EVT0300D192,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 10159719.94, ""reason"": ""Product recall""}",2025-10-12,2025-10-12 03:00:00,PROCESSED
EVTA7263017,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 26286025.02, ""reason"": ""Equipment failure""}",2025-10-13,2025-10-13 05:00:00,PROCESSED
EVTF6C2DF28,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP002"", ""amount"": 41342016.6}",2025-10-14,2025-10-14 03:00:00,PROCESSED
EVT6158B847,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.098, ""new_rate"": 0.096}",2025-10-14,2025-10-14 02:00:00,PROCESSED
EVT8C00BD08,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP015"", ""amount"": 36061434.85, ""due_days"": 30}",2025-10-15,2025-10-15 03:00:00,PROCESSED
EVT26CF0EC8,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST014"", ""delay_days"": 25, ""original_expected_date"": ""2025-02-26"", ""new_expected_date"": ""2025-03-23""}",2025-10-16,2025-10-16 01:00:00,PROCESSED
EVT2FCDE20B,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.095, ""new_rate"": 0.096}",2025-10-20,2025-10-20 03:00:00,PROCESSED
EVT3694EA00,COMP001,INVOICE_CREATED,"{""amount"": 55102830.21, ""customer_id"": ""CUST001"", ""payment_terms"": 15}",2025-10-21,2025-10-21 02:00:00,PROCESSED
